model,hidden_layer_sizes,activation,solver,alpha,precision_score,recall_score,f1_score,roc_auc_score
MLPClassifier,"(10, 10, 10, 10)",logistic,adam,0.01,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.9097744360902256
MLPClassifier,"(10, 10, 10, 10)",logistic,adam,0.1,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.9172932330827068
MLPClassifier,"(10, 10, 10, 10)",logistic,adam,1.0,0.05,1.0,0.09523809523809523,0.5
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,1e-05,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,0.0001,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,0.001,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,0.01,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,sgd,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8295739348370927
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,1e-05,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,0.0001,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,0.001,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,0.01,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,0.1,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",logistic,lbfgs,1.0,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.7969924812030076
MLPClassifier,"(10, 10, 10, 10)",identity,adam,1e-05,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9172932330827067
MLPClassifier,"(10, 10, 10, 10)",identity,adam,0.0001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9172932330827067
MLPClassifier,"(10, 10, 10, 10)",identity,adam,0.001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9172932330827067
MLPClassifier,"(10, 10, 10, 10)",identity,adam,0.01,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9172932330827067
MLPClassifier,"(10, 10, 10, 10)",identity,adam,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,adam,1.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9172932330827067
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,1e-05,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.912280701754386
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,0.0001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.912280701754386
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,0.001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.912280701754386
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,0.01,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.912280701754386
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.912280701754386
MLPClassifier,"(10, 10, 10, 10)",identity,sgd,1.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,1e-05,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,0.0001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,0.001,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,0.01,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,0.1,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(10, 10, 10, 10)",identity,lbfgs,1.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.9147869674185464
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,1e-05,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8721804511278196
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,0.0001,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.9223057644110276
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,0.001,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.87468671679198
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,0.01,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.849624060150376
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,0.1,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.9172932330827068
MLPClassifier,"(70, 20, 45, 10)",tanh,adam,1.0,0.5238095238095238,0.5238095238095238,0.5238095238095238,0.924812030075188
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,1e-05,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8897243107769424
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,0.0001,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8897243107769424
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,0.001,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8897243107769424
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,0.01,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.8897243107769424
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,0.1,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.8897243107769424
MLPClassifier,"(70, 20, 45, 10)",tanh,sgd,1.0,0.38095238095238093,0.38095238095238093,0.38095238095238093,0.9273182957393484
MLPClassifier,"(70, 20, 45, 10)",tanh,lbfgs,1e-05,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.8421052631578948
MLPClassifier,"(70, 20, 45, 10)",tanh,lbfgs,0.0001,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.8446115288220551
MLPClassifier,"(70, 20, 45, 10)",tanh,lbfgs,0.001,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.8796992481203008
MLPClassifier,"(70, 20, 45, 10)",tanh,lbfgs,0.01,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.8421052631578948
MLPClassifier,"(70, 20, 45, 10)",tanh,lbfgs,0.1,0.23809523809523808,0.23809523809523808,0.23809523809523808,0.837092731829574
